name,verdict,areas,reason,gate,version,ratatui_reqs,license,updated,in_top500_csv,downloads,description
sf-cli,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,1.0.6,ratatui^0.24,MIT OR Apache-2.0,2025-09-14,no,,
sft,DROP-APP,,publishes no library target,OK,0.1.1,ratatui^0.30,MIT,2026-06-12,no,,
sftui,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.4.2,ratatui^0.28,MIT,2025-08-17,no,,
sgh,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.2.0,ratatui^0.29.0,MIT,2026-05-26,no,,
sgr-agent-tui,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.4.7,ratatui^0.29,MIT,2026-05-16,no,,
shady-cli,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.2.0,ratatui^0.29,GPL-3.0-or-later,2025-02-21,no,,
shai,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.3.1,ratatui^0.22.0,MIT,2026-03-30,no,,
shannon-nu-explore,DROP-DOMAIN,,screened on description; unrelated to any wqm surface,OK,0.111.3,ratatui^0.30,MIT,2026-03-30,no,,
shape-cli,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.3.2,ratatui^0.29,MIT OR Apache-2.0,2026-05-26,no,,
sharedstate,DROP-DOMAIN,,screened on description; unrelated to any wqm surface,OK,3.0.0,ratatui^0.30.2,non-standard,2026-07-09,no,,
shelgon,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.2.2,ratatui^0.29.0,non-standard,2025-08-22,yes,5501,
shell-buddy,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.11.0,ratatui^0.26,MIT,2026-07-18,no,,
shell-cell,DROP-APP,,publishes no library target,OK,1.8.1,ratatui^0.30.0,MIT OR Apache-2.0,2026-07-28,no,,
shellbooks,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,20260503.0.0,ratatui^0.29,MIT OR Apache-2.0,2026-05-03,no,,
shellcast,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,20251214.0.0,ratatui^0.29.0,MIT OR Apache-2.0,2025-12-14,no,,
shellfirm,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.3.10,ratatui^0.29,MIT,2026-05-07,no,,
shellpad,DROP-APP,,ships binaries (shellpad),OK,0.3.2,ratatui^0.30.1,MIT,2026-06-18,no,,
shellpass,DROP-APP,,publishes no library target,OK,0.0.11,ratatui^0.30.0,MIT,2026-04-18,no,,
shellql,DROP-APP,,ships binaries (shql),OK,0.1.7-beta,ratatui^0.30.0,MIT,2026-06-02,no,,
shelltrax,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,20251214.0.2,ratatui^0.29.0,MIT OR Apache-2.0,2025-12-14,no,,
shieldcontract,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.2.0,ratatui^0.25,MIT,2025-07-08,no,,
shift-cli,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.1.4,ratatui^0.29,MIT,2026-05-24,no,,
shiggy,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.1.0,ratatui^0.29.0,MIT,2025-09-16,no,,
shiki-cli,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.8.8,ratatui^0.29,MIT,2026-07-29,no,,
shiki-tui,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.8.8,ratatui^0.29,MIT,2026-07-29,no,,
shinkai-translator,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.1.3,ratatui^0.29.0,MIT,2026-04-04,no,,
ship162,DROP-APP,,publishes no library target,OK,0.1.5,ratatui^0.30,MIT,2026-06-12,no,,
shipd-cli,DROP-APP,,publishes no library target,OK,0.2.0,ratatui^0.30.0,MIT,2026-02-16,no,,
shipflow,DROP-APP,,ships binaries (shipflow),OK,0.1.4,ratatui^0.30,MIT OR Apache-2.0,2026-06-28,no,,
sho,DROP-APP,,publishes no library target,OK,0.2.4,ratatui^0.30.0,GPL-2.0,2026-04-14,no,,
shohei,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,2.5.1,ratatui^0.29,MIT,2026-06-14,no,,
shoka,DROP-APP,,ships binaries (shoka),OK,0.21.1,ratatui^0.30.2,MIT,2026-06-20,no,,
shore,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.1.4,ratatui^0.29,MIT,2025-10-30,no,,
shore-tui,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.1.13,ratatui^0.29,MIT OR Apache-2.0,2026-07-15,no,,
shortcuts-tui,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.2.1,ratatui^0.26,MIT OR Apache-2.0,2025-08-21,no,,
showmelogs,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.0.3,ratatui^0.28,MIT OR Apache-2.0,2026-06-03,no,,
shuire,DROP-APP,,publishes no library target,OK,0.2.0,ratatui^0.30,MIT,2026-04-23,no,,
shunt-proxy,DROP-APP,,ships binaries (shunt),OK,0.1.147,ratatui^0.30,MIT,2026-06-19,no,,
sideagent,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.1.12,ratatui^0.29,MIT,2026-07-09,no,,
sidebyside-tui,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.1.0,ratatui^0.29,MIT OR Apache-2.0,2026-01-27,no,,
sidekick,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.8.2,ratatui^0.29,MIT,2026-05-27,no,,
siff,DROP-APP,,publishes no library target,OK,0.1.4,ratatui^0.30,MIT,2026-01-28,no,,
sift-cli,DROP-APP,,publishes no library target,OK,0.1.0,ratatui^0.30,MIT,2026-03-10,no,,
sift-render,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.1.1,ratatui^0.29,MIT OR Apache-2.0,2026-06-19,no,,
siggy,DROP-APP,,ships binaries (siggy),OK,1.14.2,ratatui^0.30,AGPL-3.0-only,2026-07-24,no,,
sigit,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,1.5.1,ratatui^0.29,Apache-2.0,2026-07-28,no,,
sigma-trace,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.0.3,ratatui^0.28.1,MIT,2024-10-20,no,,
signalbox,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.2.0,ratatui^0.29.0,MIT,2025-11-10,no,,
sigui,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.1.0,ratatui^0.29.0,MIT,2025-10-16,no,,
sigye,DROP-APP,,publishes no library target,OK,0.6.0,ratatui^0.30,MIT,2026-07-23,no,,
sigye-background,DROP-DOMAIN,,screened on description; unrelated to any wqm surface,OK,0.6.0,ratatui^0.30,MIT,2026-07-23,no,,
sigye-core,DROP-DOMAIN,,screened on description; unrelated to any wqm surface,OK,0.6.0,ratatui^0.30,MIT,2026-07-23,no,,
silicate,DROP-APP,,ships binaries (silicate),OK,1.1.0,ratatui^0.30.2,MIT,2026-07-04,no,,
silicon-monitor,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,1.3.1,ratatui^0.29,AGPL-3.0-or-later,2026-02-21,no,,
silver-ai,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.0.1,ratatui^0.27,MIT,2026-03-01,no,,
simian,DROP-APP,,ships binaries (simian),OK,0.2.1,ratatui^0.30.1,MIT,2026-06-19,no,,
simple-claude-board,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.3.0,ratatui^0.28,MIT,2026-02-09,no,,
simple_battleship,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.1.1,ratatui^0.29.0,MIT,2025-10-25,no,,
simplemailclient,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.2.5,ratatui^0.26,MIT,2026-06-05,no,,
simvar_harness,DROP-DOMAIN,,"library, but no wqm surface needs it",OK,0.4.0,ratatui^0.30.1,MPL-2.0,2026-07-04,yes,2657,
sinuous,DROP-APP,,publishes no library target,OK,0.1.6,ratatui^0.30.0,MIT,2026-01-20,no,,
siomon,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.2.3,ratatui^0.29,MIT,2026-03-27,no,,
siori,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.1.19,ratatui^0.29,MIT,2026-03-25,no,,
siphon-tui,DROP-DOMAIN,,screened on description; unrelated to any wqm surface,OK,0.1.1,ratatui^0.30.0,MIT,2025-12-27,no,,
sipp-so,DROP-APP,,ships binaries (sipp),OK,0.1.5,ratatui^0.30,MIT,2026-02-21,no,,
sir-bone-rs,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.1.0,ratatui^0.29,MIT OR Apache-2.0,2026-06-29,no,,
sirno,DROP-APP,,ships binaries (sirno),OK,0.0.6,ratatui^0.30.0,MIT OR Apache-2.0,2026-06-03,no,,
sivtr,DROP-APP,,ships binaries (sivtr),OK,0.3.0,ratatui^0.30,Apache-2.0,2026-07-21,no,,
skctl,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,2.7.0,ratatui^0.29.0,non-standard,2026-06-16,no,,
skelecode,DROP-APP,,ships binaries (skelecode),OK,1.0.0,ratatui^0.30.0,MIT,2026-04-10,no,,
skiagram,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.1.1,ratatui^0.29,MIT,2026-06-22,no,,
skidmarks,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.1.9,ratatui^0.28.1-alpha.1,Apache-2.0,2024-08-20,no,,
skillfile,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,1.9.1,ratatui^0.29,Apache-2.0,2026-07-29,no,,
skillhealth,DROP-APP,,publishes no library target,OK,0.2.0,ratatui^0.30,MIT OR Apache-2.0,2026-06-15,no,,
skillinstaller,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.1.0,ratatui^0.28,MIT,2026-02-27,no,,
skim,DROP-APP,,ships binaries (sk),OK,5.6.1,ratatui^0.30.0,MIT,2026-07-27,no,,
skrills-dashboard,DROP-DOMAIN,,screened on description; unrelated to any wqm surface,OK,0.8.2,ratatui^0.30,MIT,2026-06-18,no,,
skrills-server,DROP-DOMAIN,,screened on description; unrelated to any wqm surface,OK,0.8.2,ratatui^0.30,MIT,2026-06-18,no,,
sks3200,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.1.7,ratatui^0.29,Apache-2.0,2026-07-22,no,,
slipstream-cli,DROP-APP,,publishes no library target,OK,2.25.0,ratatui^0.30,non-standard,2026-07-25,no,,
slumber_config,DROP-DOMAIN,,screened on description; unrelated to any wqm surface,OK,5.3.0,ratatui-core^0.1.0-alpha.6,MIT,2026-05-16,no,,
slumber_tui,DROP-APP,,ships binaries (slumber_tui),OK,5.3.0,ratatui^0.30.0-alpha.5,MIT,2026-05-16,no,,
slurm-term,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.1.8,ratatui^0.29,MIT,2026-07-19,no,,
slurmer,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.1.2,ratatui^0.29.0,MIT,2025-07-14,no,,
sluuz,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.4.11,ratatui^0.29,AGPL-3.0-only,2026-07-17,no,,
slyde,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.1.0,ratatui^0.29.0,MIT,2025-05-13,no,,
sm_connect,DROP-APP,,publishes no library target,OK,1.7.0,ratatui^0.30.0,MIT,2026-05-27,no,,
smart-top,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.1.1,ratatui^0.29,MIT OR Apache-2.0,2026-04-23,no,,
smart-tree,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,8.0.1,ratatui^0.25,MIT,2026-05-05,no,,
smartlog,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.6.4,ratatui^0.29.0,MIT,2026-03-20,no,,
smbcloud-cli,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.4.13,ratatui^0.29,Apache-2.0,2026-07-22,no,,
smol-workflow-cli,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.3.4,ratatui^0.29,non-standard,2026-07-19,no,,
smolcode,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.1.0,ratatui^0.29,MIT,2026-06-16,no,,
smolgent,DROP-DOMAIN,,screened on description; unrelated to any wqm surface,OK,0.1.0,ratatui^0.30.1,MIT,2026-06-21,no,,
smon,DROP-APP,,publishes no library target,OK,0.1.2,ratatui^0.30,MIT OR Apache-2.0,2026-07-29,no,,
smpd-tui,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.1.1,ratatui^0.29.0,MIT,2025-09-29,no,,
sms-terminal,DROP-APP,,publishes no library target,OK,2.1.0,ratatui^0.30.0,AGPL-3.0-only,2026-01-10,no,,
smyx,DROP-APP,,ships binaries (smyx),OK,0.2.9,ratatui^0.30.2,MIT,2026-07-28,no,,
snake-terminal,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.1.0,ratatui^0.26,MIT,2026-01-11,no,,
snake_game_teaching,DROP-APP,,ships binaries (snake_game_teaching),OK,0.1.0,ratatui^0.30.2,MIT,2026-07-19,no,,
snakers,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.1.0,ratatui^0.20.1,AGPL-3.0,2023-05-22,no,,
snap-coin-miner,DROP-APP,,publishes no library target,OK,9.1.0,ratatui^0.30.0,MIT OR Apache-2.0,2026-02-11,no,,
snap-coin-node,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,16.0.0,ratatui^0.29.0,MIT OR Apache-2.0,2026-03-21,no,,
snap-rat-vibes,DROP-APP,,ships binaries (snap-rat-vibes),OK,0.2.2,ratatui^0.30,GPL-3.0,2026-06-26,no,,
snark-verifier,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.2.6,ratatui^0.24,MIT,2026-07-10,no,,
snark-verifier-sdk,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.2.6,ratatui^0.24,MIT,2026-07-10,no,,
snarkos-display,DROP-DOMAIN,,screened on description; unrelated to any wqm surface,OK,4.9.0,ratatui^0.30,Apache-2.0,2026-07-29,no,,
snbeat,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.5.0,ratatui^0.29,MIT,2026-05-20,no,,
snip-it,DROP-APP,,ships binaries (snp),OK,1.3.3,ratatui^0.30,MIT,2026-07-10,no,,
sniplab,DROP-APP,,ships binaries (snip),OK,0.3.0,ratatui^0.30.2,MIT,2026-07-30,no,,
sniplias,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.3.10,ratatui^0.29,MIT,2026-02-24,no,,
snipman,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.2.2,ratatui^0.29.0,MIT,2025-09-13,no,,
snipt-ui,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.1.0,ratatui^0.23,MIT,2025-05-08,no,,
socktop,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,1.50.0,ratatui^0.28,MIT,2025-11-17,no,,
socratic-council,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,1.0.2,ratatui^0.29,Apache-2.0,2026-06-14,no,,
soe,DROP-APP,,ships binaries (soe),OK,0.7.1,ratatui^0.30,MIT,2026-07-23,no,,
sofapub,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.1.9,ratatui^0.23.0,MIT,2023-09-15,no,,
sofka,DROP-APP,,publishes no library target,OK,0.14.1,ratatui^0.30.1,MIT OR Apache-2.0,2026-07-22,no,,
sofos,DROP-APP,,publishes no library target,OK,0.4.3,ratatui^0.30,Apache-2.0,2026-07-26,no,,
soft_ratatui,KEEP,RB,software rendering -- a frame to pixels with no terminal at all,OK,0.2.0,ratatui^0.30.0; ratatui-core^0.1.0,MIT OR Apache-2.0,2026-03-10,yes,20924,Software rendering for ratatui. TUI everywhere.
solace,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.1.2,ratatui^0.29,GPL-3.0-or-later,2025-09-08,no,,
solana-txn-tui,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.1.0,ratatui^0.24,MIT,2026-02-02,no,,
soletra-rs,DROP-APP,,publishes no library target,OK,0.1.1,ratatui^0.30.0,MIT,2026-04-22,no,,
solfig,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.2.0,ratatui^0.29,MIT OR Apache-2.0,2026-06-18,no,,
soli-proxy,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.19.18,ratatui^0.28,MIT,2026-03-30,no,,
solidb,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.33.0,ratatui^0.29,non-standard,2026-07-27,no,,
solify,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.1.1,ratatui^0.29.0,MIT OR Apache-2.0,2025-11-15,no,,
solilang,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.53.0,ratatui^0.26,MIT,2026-03-30,no,,
solunatus,DROP-APP,,ships binaries (solunatus),OK,0.6.1,ratatui^0.30,MIT,2026-07-20,no,,
soma-player,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.1.4,ratatui^0.28,MIT OR Apache-2.0,2026-04-28,no,,
somars,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.1.3,ratatui^0.29.0,MIT,2025-07-16,no,,
songbook,DROP-APP,,ships binaries (songbook),OK,0.1.2,ratatui^0.30.0,GPL-3.0,2026-05-02,no,,
sono,DROP-APP,,publishes no library target,OK,0.2.2,ratatui^0.30,MIT,2026-02-05,no,,
sonomemo,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.4.0,ratatui^0.29.0,MIT,2026-01-04,no,,
sonos-cli,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.5.0,ratatui^0.29,MIT,2026-05-27,no,,
sonos-sdk,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.5.2,ratatui^0.26,MIT OR Apache-2.0,2026-05-03,no,,
sonos-sdk-state,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.5.2,ratatui^0.26,MIT OR Apache-2.0,2026-05-03,no,,
sonos-sdk-state-store,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.5.2,ratatui^0.29,MIT OR Apache-2.0,2026-05-03,no,,
sorastats,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.3.1,ratatui^0.29.0,MIT OR Apache-2.0,2025-10-08,no,,
sorting-race,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.2.0,ratatui^0.29.0,MIT,2025-09-14,no,,
sortsort,DROP-APP,,ships binaries (sortsort),OK,0.1.2,ratatui^0.30.0; ratatui-core^0.1.0,MIT,2026-06-08,no,,
soulseek-rs,DROP-APP,,ships binaries (soulseek-rs),OK,13.0.0,ratatui^0.30.2,MIT,2026-07-29,no,,
soulwhistle,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.2.3,ratatui^0.29.0,Apache-2.0,2026-07-03,no,,
soundcheck,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,1.0.0,ratatui^0.26,MIT,2025-12-07,no,,
soundlib-rs,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,2.1.0,ratatui^0.29,MIT,2026-06-13,no,,
soundscope,DROP-APP,,publishes no library target,OK,1.9.2,ratatui^0.30.1,MIT,2026-06-11,yes,3140,
sozu,DROP-APP,,ships binaries (sozu),OK,2.2.0,ratatui^0.30.2,AGPL-3.0,2026-07-16,no,,
space-cmd,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.0.1,ratatui^0.29,Apache-2.0,2025-11-05,no,,
space_trav_lr_rust,DROP-APP,,"ships binaries (spacetravlr,spacetravlr-perturb)",OK,1.3.0,ratatui^0.30,MIT,2026-04-10,no,,
spacetravlr,DROP-APP,,"ships binaries (spacetravlr,spacetravlr-perturb)",OK,1.3.0,ratatui^0.30,MIT,2026-04-10,no,,
spank,DROP-APP,,publishes no library target,OK,1.0.0,ratatui^0.30,MIT,2026-05-22,no,,
sparrow-cli,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.10.3,ratatui^0.29,MIT,2026-06-16,no,,
spawningpool-cli,DROP-APP,,publishes no library target,OK,0.3.0,ratatui^0.30.1,MIT,2026-06-21,no,,
specd-cli,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.2.1,ratatui^0.29,MIT OR Apache-2.0,2026-05-18,no,,
specdiff,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.21.0,ratatui^0.29,MIT OR Apache-2.0,2026-07-12,no,,
spectatui,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,1.0.1,ratatui^0.29,MIT,2026-07-10,no,,
spectrum-ratatui,DROP-DOMAIN,,screened on description; unrelated to any wqm surface,OK,0.2.0,ratatui^0.30.2,MIT,2026-06-30,no,,
spectur,DROP-APP,,ships binaries (spectur),OK,0.4.2,ratatui^0.30,GPL-3.0-only,2026-06-13,no,,
speeder,DROP-APP,,publishes no library target,OK,0.1.0,ratatui^0.30.0,GPL-3.0-or-later,2026-04-11,no,,
speedtest-auditor,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.2.0,ratatui^0.26,MIT,2026-06-07,no,,
speedtest-tui,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.1.1,ratatui^0.29,MIT,2026-02-22,no,,
speer-chat,DROP-APP,,publishes no library target,OK,0.2.4,ratatui^0.30.0,MIT,2026-05-04,no,,
speq,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.1.0,ratatui^0.29,MIT,2026-02-25,no,,
spiko,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.1.16,ratatui^0.29.0,MIT,2025-05-21,no,,
spine-pkgman,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.3.0,ratatui^0.29,MIT,2025-10-15,no,,
spiron-cli,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.1.0,ratatui^0.29,Apache-2.0,2026-07-16,no,,
spiron-tui,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.1.0,ratatui^0.29,Apache-2.0,2026-07-16,no,,
spiron-tui-inline,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.1.0,ratatui^0.29,Apache-2.0,2026-07-16,no,,
spiron-tui-textarea,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.1.0,ratatui^0.29,Apache-2.0,2026-07-16,no,,
splashboard,DROP-APP,,ships binaries (splashboard),OK,2.10.0,ratatui^0.30,ISC,2026-06-27,no,,
split-brain-harness,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,1.2.0,ratatui^0.29,MIT,2026-07-03,no,,
splitbot,DROP-APP,,publishes no library target,OK,0.2.0,ratatui^0.30.0,non-standard,2026-07-28,no,,
splog,DROP-APP,,publishes no library target,OK,0.1.0,ratatui^0.30,MIT,2026-05-14,no,,
spltui,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.2.7,ratatui^0.29.0,MIT,2025-05-24,yes,7582,
spoify,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.2.17,ratatui^0.26.1,MIT,2026-07-02,yes,18500,
spool-ui,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,1.2.0,ratatui^0.29,MIT,2026-02-15,no,,
